编号	课程名称	开课单位	专业方向	学分	已选人数	余量	授课老师	上课周次	上课时间	上课地点	课程属性	课程性质
1351	线性代数	信息与计算科学系		2	94	46	连保胜	"1-8,1-8"	"?50506,10506"	"教三楼207（黄家湖）,教三楼207（黄家湖）"	必修	学科基础平台课程
1352	药物毒理学	卫生学教研室		2.5	68	16	"胡霞敏,袁琼"	"1-5,7-9,1-5,7-8,1-5,7-9,1-5,7-8"	"?10102,30102,10102,30102"	"教三楼411(黄家湖）,教一楼三区501,教三楼411(黄家湖）,教一楼三区501"	必修	专业核心课程
1353	生物药剂与药代动力学	药理学教研室		2.5	68	16	陈亚军	"10-17,10-17"	"?30102,10102"	"教一楼一区109,教三楼411(黄家湖）"	必修	专业核心课程
1354	儿童少年卫生与妇女保健学	卫生学教研室		4	48	36	向兵	"9-17,16-17,9-17"	"?30506,40708,10506"	"教三楼411(黄家湖）,教一楼一区207,教一楼一区207"	必修	专业核心课程
1355	供热工程	暖通教研室		2.5	72	18	符永正	"1-9,1-9"	"?20304,40304"	"教三楼211（黄家湖）,教三楼211（黄家湖）"	必修	专业核心课程
1356	金工实习B	工程训练中心		1.5	227	73	代欢	1月12日	?301020304	工程训练中心一楼	必修	实践教学模块
1357	金工实习B	工程训练中心		1.5	241	59	杨新发	1月12日	?605060708	工程训练中心一楼	必修	实践教学模块
1358	金工实习B	工程训练中心		1.5	241	59	郑常菁	1月12日	?405060708	工程训练中心一楼	必修	实践教学模块
1359	内科护理学(一)	临床护理教研室		4	49	35	"程甦,徐晶"	"7-16,7-17,7-17,7-16,7-17,7-17"	"?50506,30102,20102,50506,30102,20102"	"教一楼三区502,教一楼三区502,教一楼三区502,教一楼三区502,教一楼三区502,教一楼三区502"	必修	专业核心课程
1360	医学影像学	内科学教研室		1.5	23	37	付生泉	"1-5,7,1-5,7"	"?10102,30506"	"61402医学院形体室,61402医学院形体室"	必修	专业核心课程
1361	生物材料检验	天佑医院		3	57	77	"赵琴,周婷,梅勇"	"10-15,10-15,10-15,10-15,10-15,10-15"	"?10506,30304,10506,30304,10506,30304"	"教一楼一区102,教一楼一区102,教一楼一区102,教一楼一区102,教一楼一区102,教一楼一区102"	必修	专业核心课程
1362	药理学	药理学教研室		5.5	30	54	"王君,胡霞敏,奚瑾磊"	"1-5,7-15,1-5,7,1-5,7-15,1-5,7-15,1-5,7,1-5,7-15,1-5,7-15,1-5,7,1-5,7-15"	"?30304,50102,10304,30304,50102,10304,30304,50102,10304"	"教一楼三区501,教一楼三区501,教一楼三区501,教一楼三区501,教一楼三区501,教一楼三区501,教一楼三区501,教一楼三区501,教一楼三区501"	必修	专业核心课程
1363	药物化学	药理学教研室		3.5	30	54	闵真立	"3-5,7-13,3-5,7-11,3-5,7-13"	"?20506,50708,40304"	"教一楼三区501,教一楼三区501,教一楼三区501"	必修	专业核心课程
1364	操作系统	软件工程教研室		3.5	70	20	李涛	"4-15,4-14"	"?50102,10304"	"教三楼407（黄家湖）,教三楼311（黄家湖）"	必修	专业核心课程
1365	计算机组成原理	计算机应用教研室		3.5	88	52	姜毅	"5-18,5-18"	"?40708,10304"	"教三楼106（黄家湖）,教三楼104（黄家湖）"	必修	专业核心课程
1366	计算机组成原理	计算机科学与技术学院		3.5	87	53	胡威	"5-18,5-18"	"?10506,30506"	"教三楼106（黄家湖）,教三楼106（黄家湖）"	必修	专业核心课程
1367	专业英语	计算机科学与技术学院		2	16	74	胡静	"8-15,8-15"	"?30506,50304"	"教三楼208（黄家湖）,教三楼208（黄家湖）"	选修	专业任选课程
1368	汽车构造（一）	车辆工程系		1.5	68	22	许小伟	"10-15,10-15"	"?20506,40506"	"汽车楼202,汽车楼208"	必修	专业核心课程
1369	专业英语	车辆工程系		1.5	75	9	邓明星	"4-9,4-9"	"?10304,30708"	"教一楼三区402,教一楼三区102"	选修	专业任选课程
1370	建筑概论	城市建设学院		1	66	24	夏小棠	"1-4,1-4"	"?20304,40304"	"教三楼208（黄家湖）,教三楼208（黄家湖）"	选修	专业任选课程
1371	传热学	暖通教研室		4	34	18	毛前军 	"1-16,1-13"	"?30304,10102"	"教三楼208（黄家湖）,教五楼二区403"	必修	专业核心课程
1372	保险法	法学教研室		2	68	85	董春丽	"1-8,1-8"	"?20506,40506"	"教四楼一区202,教四楼一区202"	选修	专业方向课程1
1373	金融法	法学教研室		2	69	15	李晓桃	"9-16,9-16"	"?30304,10102"	"教四楼一区103,教一楼三区202"	选修	专业任选课程
1374	侵权法	法学教研室		2	69	15	蔡祖国	"1-8,1-8"	"?10304,30304"	"教四楼一区102,教一楼三区101"	选修	专业任选课程
1375	水处理概论	给水排水教研室		1.5	80	10	樊杰	"9-14,9-14"	"?40304,20304"	"教三楼209（黄家湖）,教三楼209（黄家湖）"	选修	专业任选课程
1376	高级德语(一)	德语系		5	27	25	向开	"2,4,6,8,10,12,14,16,1-16,1-16"	"?50506,40304,20102"	"教四楼二区106,教四楼二区110,教四楼二区110"	必修	专业核心课程
1377	岩石力学	力学教研室		2.5	67	17	蔡路军	"8-17,8-17"	"?20708,40708"	"教一楼一区407,教一楼一区407"	选修	专业方向课程1
1378	生产运作管理	交通运输系		2	61	23	刘志雄	"1-8,1-8"	"?20304,40304"	"汽车楼211,汽车楼211"	选修	专业任选课程
1379	货物学	交通运输系		1.5	28	22	梁晓磊	"9-14,9-14"	"?20102,50102"	"汽车楼201,汽车楼201"	选修	专业任选课程
1380	算法设计与分析	计算机科学与技术学院		3	83	1	陈黎	"4-13,4-12"	"?20708,50506"	"教一楼一区308,教三楼106（黄家湖）"	必修	专业核心课程
1381	算法设计与分析	计算机科学教研室		3	19	65	陈黎	"4-13,4-12"	"?50304,20506"	"教三楼106（黄家湖）,教一楼一区308"	必修	专业核心课程
1382	汽车市场营销	汽车与交通工程学院		1.5	67	67	郑安文	"11-16,11-16"	"?20304,40304"	"教一楼一区502,教一楼一区502"	必修	专业核心课程
1383	专业英语	应用物理系		2	47	3	王红鸿	"2-9,2-9"	"?50506,20102"	"教一楼二区405,教一楼二区405"	选修	专业方向课程1
1384	公司法	法学教研室		2	68	22	张扬	"9-16,9-16"	"?10506,20506"	"教四楼一区101,教三楼408（黄家湖）"	选修	专业方向课程1
1385	信息处理中的数学基础	信息与计算科学系		3	59	75	陈娟	"1-12,1-12"	"?30102,10102"	"教一楼一区402,教一楼一区402"	必修	专业核心课程
1386	物流管理	文法与经济学院		3	65	19	刘文波	"1-12,1-12"	"?50506,40708"	"教一楼三区103,教四楼一区101"	选修	专业任选课程
1387	城市生态与环境保护	建筑学教研室		2	33	57	龙燕	"1-8,1-8"	"?10304,30304"	"教三楼109（黄家湖）,教三楼109（黄家湖）"	必修	专业核心课程
1388	建筑结构概论	结构教研室	土木工程方向2	2	122	18	刘华琛	"1-12,9,6,7,8"	"?50102,40708,20304"	"教三楼307（黄家湖）,教三楼205（黄家湖）,教三楼205（黄家湖）"	选修	专业任选课程
1389	基础护理学(二)	基护教研室		4	49	35	"史崇清,路兰,李勤"	"1-5,7,1-5,7,1-5,7,1-5,7,1-5,7,1-5,7"	"?20304,10506,20304,10506,20304,10506"	"教一楼三区502,教一楼三区502,教一楼三区502,教一楼三区502,教一楼三区502,教一楼三区502"	必修	专业核心课程
1390	微机原理与应用	交通工程系		2	37	80	陈华	"9-15,9-15"	"?30708,10708"	"汽车楼204,汽车楼204"	选修	专业任选课程
1391	职业生涯规划与就业创业指导	学工处通识课程教研室		1	91	43	胡晶晶	"1-4,1-4"	"?20708,30304"	"教一楼一区203,教三楼106（黄家湖）"	必修	通识教育平台课程
1392	临床医学概论	内科学教研室		6	57	77	"郭曼钦,李晋军,曾燕,付生泉,李金萍"	"1-5,7-14,1-5,7-14,1-5,7-14,1-5,7-14,1-5,7-14,1-5,7-14,1-5,7-14,1-5,7-14,1-5,7-14,1-5,7-14,1-5,7-14,1-5,7-14,1-5,7-14,1-5,7-14,1-5,7-14,1-5,7-14,1-5,7-14,1-5,7-14,1-5,7-14,1-5,7-14"	"?20102,50102,40708,305060708,20102,50102,40708,305060708,20102,50102,40708,305060708,20102,50102,40708,305060708,20102,50102,40708,305060708"	"教一楼一区102,教一楼一区102,教一楼一区102,教一楼一区102,教一楼一区102,教一楼一区102,教一楼一区102,教一楼一区102,教一楼一区102,教一楼一区102,教一楼一区102,教一楼一区102,教一楼一区102,教一楼一区102,教一楼一区102,教一楼一区102,教一楼一区102,教一楼一区102,教一楼一区102,教一楼一区102"	必修	专业方向课程1
1393	软件安全	计算机科学教研室		3	66	24	李琳	"5-14,5-13"	"?10708,30708"	"教三楼411(黄家湖）,教三楼409（黄家湖）"	选修	专业方向课程1
1394	工程材料学	汽车运用系		1.5	67	67	金贵林	"7-12,7-12"	"?40102,20102"	"教一楼一区502,教一楼一区502"	必修	专业核心课程
1395	英美文学史及选读	翻译教研室		4	31	21	张靖	"1-16,1-16"	"?40102,20304"	"教一楼二区101,教四楼二区106"	必修	专业核心课程
1396	德国概况	德语系		2	23	29	外教A	2月17日	?30708	教一楼二区201	选修	学科基础平台课程
1397	诊断学(一)	内科学教研室		2.5	114	6	"陈幼发,李婧,刘群"	"1-5,7-11,1-5,7-11,1-5,7-11,1-5,7-11,1-5,7-11,1-5,7-11"	"?20102,40506,20102,40506,20102,40506"	"教一楼一区106,教一楼一区106,教一楼一区106,教一楼一区106,教一楼一区106,教一楼一区106"	必修	专业核心课程
1398	建筑物理(一)	建筑学教研室		2	35	55	屈万英	"1-7,1-7"	"?50102,30708"	"教三楼109（黄家湖）,教三楼109（黄家湖）"	必修	专业核心课程
1399	英语教学研究方法	外语系		2	14	120	陈尧	1月16日	?50304	教一楼一区403	选修	专业方向课程2
1400	英语教育史	外语系		2	14	43	康有金	1月16日	?10304	教一楼二区501	选修	专业方向课程2
1401	翻译理论与实践	外语系		3	28	24	殷燕	"1-12,1-12"	"?20708,40708"	"教四楼二区106,教四楼二区106"	必修	专业核心课程
1402	高级英语(一)	外语系		4	26	26	续纪	"1-16,1-16"	"?50102,10102"	"教四楼二区110,教四楼二区112"	必修	专业核心课程
1403	基础口译	外语系		2	29	11	傅治强	1月16日	?50102	同声传译教室	必修	专业核心课程
1404	油画静物（二）	美术系(油画)	绘画专业方向2	3	20	30	秘云腾	"9-11,9-11,9-11,9-11"	"?201020304,101020304,301020304,401020304"	"教一楼二区809,教一楼二区809,教一楼二区809,教一楼二区809"	选修	专业任选课程
1405	陶艺	工业设计系		3.5	21	39	夏晶阳	"13-15,13-14,13-15,13-15,13-15"	"?305060708,505060708,405060708,105060708,205060708"	"教三楼陶艺008,教三楼陶艺008,教三楼陶艺008,教三楼陶艺008,教三楼陶艺008"	选修	专业任选课程
1406	产品设计(三)	工业设计系		3	38	46	曾力	"5,7-11,5,7-11"	"?301020304,401020304"	"教五楼二区403,教五楼二区405"	选修	专业方向课程1
1407	居住区规划设计	艺术设计系		4	42	8	李明术	"12-15,12-15,12-15,12-15"	"?505060708,301020304,205060708,105060708"	"教一楼二区807,教一楼二区807,教一楼二区807,教一楼二区807"	选修	专业任选课程
1408	居住区规划设计	艺术设计系		4	40	10	叶云	"12-15,12-15,12-15,12-15"	"?101020304,305060708,505060708,201020304"	"教一楼二区804,教一楼二区804,教一楼二区804,教一楼二区804"	选修	专业任选课程
1409	纤维艺术（二）	美术系（公共艺术		3	27	23	苏荷芬	"2-4,1-5,2-5"	"?505060708,205060708,105060708"	"教一楼二区901,教一楼二区901,教一楼二区901"	选修	专业任选课程
1410	书法篆刻	艺术全院	绘画方向1	3.5	16	34	周贺	"1-5,7-8,1-5,7-8"	"?205060708,305060708"	"教一楼二区709,教一楼二区709"	选修	专业任选课程
1411	计算机辅助平面设计	工业设计系		3	39	11	苏荷芬	7月18日	?305060708	艺术学院机房205	必修	学科基础平台课程
1412	计算机辅助平面设计	工业设计系		3	38	12	曹亚丽	"11-14,11-14,11-14"	"?301020304,401020304,201020304"	"艺术学院机房205,艺术学院机房205,艺术学院机房205"	必修	学科基础平台课程
1413	设计表达	工业设计系		3.5	27	23	刘艺洁	"15-18,16-18,15-18,16-18"	"?501020304,301020304,401020304,201020304"	"教一楼二区904,教一楼二区904,教一楼二区904,教一楼二区904"	选修	学科基础平台课程
1414	现代纤维艺术	工业设计系		2.5	46	4	苏荷芬	"14-18,14-18"	"?501020304,101020304"	"模型制作室（二）52109,模型制作室（二）52109"	选修	专业任选课程
1415	中国画	美术系(油画)		3.5	28	22	江澜	"12-14,12-15,12-14,12-15"	"?505060708,105060708,305060708,205060708"	"教一楼二区903,教一楼二区903,教一楼二区903,教一楼二区903"	选修	专业任选课程
1416	版画	艺术设计系		3	31	19	陈果	"15-18,15-18,15-18"	"?401020304,201020304,501020304"	"教一楼二区705,教一楼二区705,教一楼二区705"	选修	专业任选课程
1417	产品设计(一)	工业设计系		3.5	35	49	赵音	"4-5,7-11,4-5,7-11"	"?201020304,505060708"	"教一楼三区202,教五楼二区408"	选修	专业方向课程1
1418	快速设计表现技法	艺术与设计学院		1.5	60	10	董黎	"1-3,1-3"	"?205060708,405060708"	"教六楼四区203,教六楼四区203"	选修	专业任选课程
1419	民间艺术	工业设计系		3	66	-6	彭红	"4-5,7-10,4-5,7-10"	"?501020304,405060708"	"教五楼二区103,教五楼二区103"	选修	专业任选课程
1420	英国文学史及选读	外语系		4	29	23	谢少华	"1-16,1-16"	"?10102,30304"	"教四楼二区106,教一楼二区103"	必修	专业核心课程
1421	概率论与数理统计	理学院		3	118	2	宋硕	"7-18,7-18"	"?30304,50304"	"教一楼一区206,教一楼一区206"	必修	学科基础平台课程
1422	概率论与数理统计	信息与计算科学系		3	113	21	陈清平	"5-8,11-18,5-8,11-18"	"?20304,40304"	"教一楼一区201,教一楼一区201"	必修	学科基础平台课程
1423	基础工程A	结构教研室	土木工程方向1	2	40	50	郭方胜	"1-8,1-8"	"?30102,10102"	"教三楼210（黄家湖）,教三楼210（黄家湖）"	选修	专业方向课程1
1424	马克思主义基本原理	哲学教研室		3	130	0	孙君恒	"7-16,7-16"	"?20506,40506"	"教一楼一区204,教一楼一区204"	必修	通识教育平台课程
1425	马克思主义基本原理	文法与经济学院		3	103	2	管开明	"7-16,7-16"	"?40506,20506"	"教一楼一区303,教一楼一区304"	必修	通识教育平台课程
1426	马克思主义基本原理	文法与经济学院		3	101	29	郑琼梅	"7-16,7-16"	"?20304,40304"	"教一楼三区110,教一楼三区110"	必修	通识教育平台课程
1427	马克思主义基本原理	文法与经济学院		3	130	0	管开明	"7-16,7-16"	"?20102,40102"	"教一楼一区304,教一楼一区304"	必修	通识教育平台课程
1428	马克思主义基本原理	文法与经济学院		3	130	0	何炬	"7-16,7-16"	"?50708,30708"	"教一楼一区404,教一楼一区404"	必修	通识教育平台课程
1429	马克思主义基本原理	马克思主义原理系		3	130	0	严炜	"7-16,7-16"	"?20304,40304"	"教一楼一区306,教一楼一区305"	必修	通识教育平台课程
1430	大学物理B(二)	理学院		1.5	151	0	戴厚梅	"1-6,1-6"	"?20708,40708"	"教一楼一区204,教一楼一区204"	必修	学科基础平台课程
1431	英语听力B(二)	外国语学院		3	31	19	吴斯书	"1-12,1-12"	"?50506,30708"	"教四楼二区203,教四楼二区203"	必修	学科基础平台课程
1432	工业分析	化学系		2	42	92	周文婷	"5-12,5-12"	"?20506,40506"	"教一楼三区108,教一楼一区102"	选修	专业任选课程
1433	有机化学B	化学系		2.5	65	25	柯昌美	"1-10,1-10"	"?40708,10708"	"教三楼110（黄家湖）,教三楼110（黄家湖）"	选修	学科基础平台课程
1434	生物化学	生物工程教研室		4	34	56	刘建忠	"2-17,2-17"	"?10102,30102"	"教三楼110（黄家湖）,教三楼111（黄家湖）"	必修	学科基础平台课程
1435	物理化学A(一)	化学系		2.5	73	27	程杨	"1-10,1-10"	"?30708,50708"	"教一楼一区204,教一楼一区204"	必修	学科基础平台课程
1436	物理化学B(一)	化学系		2	34	66	程杨	"3-10,3-10"	"?30506,50506"	"教一楼一区204,教一楼一区204"	必修	学科基础平台课程
1437	物理化学B(一)	化学系		2	78	22	程杨	"3-10,3-10"	"?50506,30506"	"教一楼一区204,教一楼一区204"	必修	专业核心课程
1438	精细化工工艺学	化工工艺教研室		3	42	15	黄艳芬	"5-16,5-16"	"?30506,50506"	"教三楼210（黄家湖）,教一楼二区308"	选修	专业方向课程1
1439	应用催化	化学系		2	38	46	邹涛	"2-9,2-9"	"?20304,40304"	"教一楼一区208,教一楼一区407"	选修	专业方向课程1
1440	理论力学B	力学教研室		4.5	84	0	张国强	"1-12,1-12,1-12"	"?10708,50708,30708"	"教一楼一区109,教一楼一区109,教一楼一区109"	必修	学科基础平台课程
1441	理论力学B	力学教研室		4.5	66	18	梁炫	"1-12,1-12,1-12"	"?10708,50304,30304"	"教一楼一区307,教一楼一区307,教一楼一区307"	必修	学科基础平台课程
1442	机械制造基础	机械设计及制造教研室		2	91	-1	肖明	"1-8,1-8"	"?50506,30708"	"教三楼411(黄家湖）,教三楼411(黄家湖）"	必修	专业核心课程
1443	机械制造基础	机械设计及制造教研室		2	90	0	谢良喜	"1-8,1-8"	"?30708,50102"	"教三楼408（黄家湖）,教三楼409（黄家湖）"	必修	专业核心课程
1444	物理化学A(一)	化学系		2.5	107	36	高晓芳	"1-10,1-10"	"?40304,20506"	"教二楼一区301,教一楼三区304"	必修	专业核心课程
1445	体育(三)	体育课部		1	28	0	曾繁繁	1月17日	?20708	黄家湖北区运动场	必修	通识教育平台课程
1446	体育(三)	体育课部		1	26	0	曾繁繁	1月17日	?20304	黄家湖北区运动场	必修	通识教育平台课程
1447	体育(三)	体育课部		1	25	1	伍冬桂	1月17日	?50506	黄家湖北区运动场	必修	通识教育平台课程
1448	体育(三)	体育课部		1	26	0	刘占锋	1月17日	?30708	黄家湖北区运动场	必修	通识教育平台课程
1449	体育(三)	体育课部		1	26	0	伍冬桂	1月17日	?30304	黄家湖北区运动场	必修	通识教育平台课程
1450	体育(三)	体育课部		1	25	1	王家力	1月17日	?10304	黄家湖北区运动场	必修	通识教育平台课程
1451	体育(三)	体育课部		1	21	4	饶汉夫	1月17日	?50304	黄家湖北区运动场	必修	通识教育平台课程
1452	体育(三)	体育课部		1	26	0	饶汉夫	1月17日	?10708	黄家湖北区运动场	必修	通识教育平台课程
1453	体育(三)	体育课部		1	25	1	卢云飞	1月17日	?30506	黄家湖北区运动场	必修	通识教育平台课程
1454	体育(三)	体育课部		1	25	1	周洋	1月17日	?10708	黄家湖北区运动场	必修	通识教育平台课程
1455	体育(三)	体育课部		1	25	1	廖广云	1月17日	?50708	黄家湖北区运动场	必修	通识教育平台课程
1456	体育(三)	体育课部		1	15	10	廖广云	1月17日	?30506	黄家湖北区运动场	必修	通识教育平台课程
1457	体育(三)	体育课部		1	26	0	傅建	1月17日	?30708	黄家湖北区运动场	必修	通识教育平台课程
1458	体育(三)	体育课部		1	25	1	曾繁繁	1月17日	?10304	黄家湖北区运动场	必修	通识教育平台课程
1459	体育(三)	体育课部		1	25	1	盛克庆	1月17日	?30506	黄家湖北区运动场	必修	通识教育平台课程
1460	体育(三)	体育课部		1	25	1	郭锐	1月17日	?20506	黄家湖北区运动场	必修	通识教育平台课程
1461	体育(三)	体育课部		1	25	1	王小安	1月17日	?20708	黄家湖北区运动场	必修	通识教育平台课程
1462	体育(三)	体育课部		1	29	0	伍冬桂	1月17日	?50708	黄家湖北区运动场	必修	通识教育平台课程
1463	体育(三)	体育课部		1	25	1	盛克庆	1月17日	?40506	黄家湖北区运动场	必修	通识教育平台课程
1464	体育(三)	体育课部		1	27	0	郭锐	1月17日	?20708	黄家湖北区运动场	必修	通识教育平台课程
1465	马克思主义基本原理	文法与经济学院		3	76	24	李勇	"7-16,7-16"	"?30304,50304"	"教一楼一区304,教一楼一区301"	必修	通识教育平台课程
1466	土木工程CAD	建筑学教研室		2	110	30	郭再林	"9-13,9-13"	"?10304,30304"	"教三楼405（黄家湖）,教三楼307（黄家湖）"	选修	专业任选课程
1467	设计素描	工业设计系		4	0	60	毛静	"9-12,9-12,9-12,9-12"	"?401020304,301020304,105060708,501020304"	"教一楼二区801,教一楼二区801,教一楼二区801,教一楼二区801"	必修	学科基础平台课程
1468	医学导论	内科学教研室		1.5	0	84	"瞿秋红,王晓南,吴清明"	"12-16,12-17,12-16,12-17,12-16,12-17"	"?30102,10304,30102,10304,30102,10304"	"教一楼一区208,教一楼一区308,教一楼一区208,教一楼一区308,教一楼一区208,教一楼一区308"	选修	专业任选课程
1469	设计色彩	工业设计系		4	0	50	徐武斌	"13-16,13-16,13-16,13-16"	"?301020304,501020304,101020304,401020304"	"教一楼二区902,教一楼二区902,教一楼二区902,教一楼二区902"	必修	学科基础平台课程
1470	无机化学A(一)	化学系		2.5	0	84	邱江华	"7-16,7-16"	"?20102,40102"	"教三楼106（黄家湖）,教一楼三区101"	必修	学科基础平台课程
1471	基础化学	化学系		2	0	84	彭子琼	"6-13,6-13"	"?10506,30506"	"教一楼三区301,教一楼三区302"	必修	学科基础平台课程
1472	素描(一)	艺术全院		2	0	50	秘云腾	"7-10,7-10"	"?105060708,305060708"	"教六楼三区104,教一楼二区604"	必修	学科基础平台课程
1473	素描(一)	艺术全院		3.5	0	90	江澜	"7-10,7-11,7-11"	"?305060708,205060708,105060708"	"教一楼二区609,教一楼二区609,教一楼二区609"	必修	学科基础平台课程
1474	自动化概论	自动化系		1	0	90	潘炼	9月16日	?20506	教三楼111（黄家湖）	必修	专业核心课程
1475	中国行政史	行政管理教研室		2	0	68	张继才	"7-14,7-14"	"?30102,10506"	"管理楼104,汽车楼210"	必修	专业核心课程
1476	英语口语B(一)	外语系		2	1	49	外教D	"7-14,7-14"	"?40304,10506"	"管理楼110,教一楼三区101"	必修	学科基础平台课程
1477	机械制图B(一)	工程图学教研室		2.5	0	84	宁利川	"7-14,7-14"	"?20102,50506"	"教一楼三区501,汽车楼208"	必修	专业核心课程
1478	机械制图B(一)	工程图学教研室		2.5	0	68	郑飞龙	"7-14,7-14"	"?10304,40304"	"管理楼104,管理楼107"	必修	专业核心课程
1479	机械制图B(一)	工程图学教研室		2.5	0	58	张杰峰	"7-15,7-14"	"?30304,50304"	"管理楼111,管理楼104"	必修	学科基础平台课程
1480	机械制图B(一)	工程图学教研室		2.5	0	50	刘传胜	"7-15,7-14"	"?40304,10506"	"教一楼二区405,教一楼二区205"	必修	学科基础平台课程
1481	建筑制图B(一)	工程图学教研室		2	2	48	刘雯林	"7-14,7-14"	"?40506,50708"	"教一楼二区204,教一楼二区204"	必修	学科基础平台课程
1482	大学计算机基础A	计算机科学教研室		3	0	134	刘钊	"7-18,7-9"	"?10304,40506"	"教一楼三区507,教一楼三区307"	必修	通识教育平台课程
1483	大学计算机基础A	计算机科学教研室		3	0	134	王思鹏	"7-9,7-18"	"?30304,20506"	"教一楼一区501,教一楼三区404"	必修	通识教育平台课程
1484	大学计算机基础A	计算机科学教研室		3	0	84	胡慧君	"7-18,7-9"	"?40708,10102"	"教三楼307（黄家湖）,教一楼三区102"	必修	通识教育平台课程
1485	大学计算机基础B	计算机科学教研室		3	0	134	吴志芳	"7-18,7-9"	"?10304,30506"	"教一楼三区506,教一楼三区405"	必修	通识教育平台课程
1486	大学计算机基础B	计算机科学教研室		3	0	134	胡慧君	"7-9,7-18"	"?10708,40304"	"教一楼三区407,教一楼一区401"	必修	通识教育平台课程
1487	高等数学	信息与计算科学系		4	0	134	胡松	"7-17,7-16,7-17"	"?10506,50506,30506"	"教一楼一区101,教一楼三区308,教一楼三区308"	必修	学科基础平台课程
1488	高等数学A(一)	信息与计算科学系		5	0	100	贾世会	"7-18,7-10,7-18,7-18"	"?10304,20304,50304,30304"	"教一楼三区105,教一楼三区105,教一楼三区105,教一楼三区105"	必修	学科基础平台课程
1489	高等数学A(一)	信息与计算科学系		5	0	100	祝彦成	"7-10,7-18,7-18,7-18"	"?20304,50304,30304,10304"	"教一楼三区106,教一楼三区106,教一楼三区106,教一楼三区106"	必修	学科基础平台课程
1490	高等数学A(一)	信息与计算科学系		5	0	100	张强	"7-18,7-10,7-18,7-18"	"?10102,20102,30102,50102"	"教一楼三区206,教一楼三区206,教一楼三区206,教一楼三区206"	必修	学科基础平台课程
1491	高等数学A(一)	信息与计算科学系		5	0	100	赵喜林	"7-18,7-18,7-10,7-18"	"?30304,10304,20304,50304"	"教一楼三区204,教一楼三区204,教一楼三区204,教一楼三区204"	必修	学科基础平台课程
1492	高等数学A(一)	信息与计算科学系		5	0	100	余胜春	"7-18,7-10,7-18,7-18"	"?10102,20102,50102,30102"	"教一楼三区104,教一楼三区104,教一楼三区104,教一楼三区104"	必修	学科基础平台课程
1493	高等数学A(一)	信息与计算科学系		5	0	100	刘云冰	"7-18,7-18,7-18,7-10"	"?10304,50304,30304,40304"	"教一楼三区404,教一楼三区404,教一楼三区404,教一楼三区404"	必修	学科基础平台课程
1494	高等数学B(一)	信息与计算科学系		4	0	134	胡佳	"7-17,7-16,7-17"	"?10102,50102,30102"	"教一楼三区405,教一楼三区407,教一楼三区405"	必修	学科基础平台课程
1495	高等数学B(一)	信息与计算科学系		4	0	100	尹水仿	"7-17,7-17,7-16"	"?30102,10102,50102"	"教一楼一区306,教一楼三区306,教一楼三区306"	必修	学科基础平台课程
1496	高等数学B(一)	信息与计算科学系		4	0	134	张学英	"7-17,7-16,7-17"	"?10102,50102,30102"	"教一楼三区108,教一楼三区108,教一楼三区108"	必修	学科基础平台课程
1497	高等数学B(一)	信息与计算科学系		4	0	134	丁咏梅	"7-17,7-17,7-16"	"?30304,10304,50304"	"教一楼三区107,教一楼三区107,教一楼三区107"	必修	学科基础平台课程
1498	中国近现代史纲要	中国近现代史系		2	0	58	王玉婷	"7-14,7-14"	"?40506,10304"	"汽车楼206,汽车楼206"	必修	通识教育平台课程
1499	中国近现代史纲要	中国近现代史系		2	0	58	杜七红	"7-14,7-14"	"?10506,20506"	"汽车楼208,管理楼111"	必修	通识教育平台课程
1500	大学生心理健康教育	学工处通识课程教研室		1	0	100	王永辉	9月16日	?30708	教一楼一区206	必修	通识教育平台课程
1501	大学生心理健康教育	学工处通识课程教研室		1	0	134	王媛媛	9月16日	?50102	教一楼一区302	必修	通识教育平台课程
1502	大学生心理健康教育	学工处通识课程教研室		1	0	134	刘小丽	9月16日	?20102	教一楼三区307	必修	通识教育平台课程
1503	大学生心理健康教育	学工处通识课程教研室		1	0	134	王媛媛	9月16日	?40304	教一楼一区302	必修	通识教育平台课程
1504	大学生心理健康教育	学工处通识课程教研室		1	0	134	向艳	9月16日	?30506	教一楼一区201	必修	通识教育平台课程
1505	物流工程专业导论	交通运输系		1	1	83	刘玲丽	8月15日	?40708	教一楼一区307	必修	专业核心课程
1506	医用高等数学A	信息与计算科学系		3	0	134	陈建发	"7-18,7-18"	"?40506,20102"	"教一楼三区405,教一楼三区405"	必修	学科基础平台课程
1507	建筑与土木工程概论	给水排水教研室		1	0	90	"郄恩田,姜天华,魏桃员,肖良丽"	"7-14,7-14,7-14,7-14"	"?60102,60102,60102,60102"	"教三楼109（黄家湖）,教三楼109（黄家湖）,教三楼109（黄家湖）,教三楼109（黄家湖）"	必修	学科基础平台课程
1508	国际工商管理导航课	工商管理系		1	0	58	童泽平	"7-10,7-10"	"?10506,30506"	"管理楼111,管理楼101"	必修	专业核心课程
1509	建筑学概论	建筑学教研室		1.5	0	50	"肖霄,刘琮如"	"13-18,13-18"	"?101020304,101020304"	"教六楼四区216,教六楼四区216"	必修	学科基础平台课程
1510	冶金专业导论	冶金工程系		1	0	100	王炜	"8-11,8-11"	"?20708,40506"	"教一楼一区104,教一楼一区404"	选修	专业任选课程
